CUSTOMERID,CUST_CONSTTYPE_ID,CUST_CATEGORYID,PROFESSION,AGE,SEX,MARITAL_STATUS,QUALIFICATION,NO_OF_DEPENDENT,OCCUPATION,POSITION,GROSS_INCOME,PRE_JOBYEARS,NETTAKEHOMEINCOME,BRANCH_PINCODE
12001500,1,4,,41,M,M,GRAD,0,,,40968.86109,,40968.86109,400070
12001503,1,4,,33,M,M,GRAD,0,,,57639.24965,,57639.24965,400070
12001504,1,4,,28,M,M,GRAD,0,,,156733.7802,,156733.7802,400070
12001506,2,8,,,,,,0,,,0,,0,400070
12001512,1,4,,44,M,M,GRAD,0,,,103587.9089,,103587.9089,400070
12001511,1,4,,49,M,M,GRAD,0,,,47234.63921,,47234.64372,500034
12001518,1,4,,58,M,M,UG,2,,,78581.07998,,78581.07998,400070
12001524,5,8,,,,,,0,,,0,,0,110001
12001529,1,5,,30,M,M,GRAD,0,,,47516.01207,4,47516.01207,400070
12001531,1,5,,46,M,M,POSTGRAD,1,,,206931.1066,,206931.1066,400070
12001532,1,4,,52,M,M,UG,0,,,300259.16,,300259.16,400070
12001533,1,4,,30,M,M,GRAD,2,,,308487.7623,,308487.7623,400070
12001534,1,4,,34,M,M,GRAD,2,,,116107.2146,,116107.2146,400070
12001535,1,4,,47,M,M,GRAD,3,,,447347.3699,,447347.3699,110001
12001537,1,4,,31,M,S,UG,0,,,87284.21184,,87284.21184,110001
12001538,1,5,,39,M,M,GRAD,3,,,450388.74,,450388.74,110001
12001539,1,5,,64,M,M,PRF,0,,,0,,0,411005
12001540,4,8,,,,,,,,,0,,0,#N/A
12001542,1,5,,38,M,M,GRAD,0,,,71464.68267,0,71464.68267,560095
12001543,1,4,,37,M,M,UG,10,,,357593.1512,,357593.1467,400070
12001546,1,5,,43,M,M,GRAD,0,,,158814.5762,9,158814.5762,400070
12001547,4,8,,,,,,0,,,0,,0,400070
12001548,1,4,,54,M,M,PRF,0,,,0,,0,411005
12001549,1,4,,38,M,M,POSTGRAD,2,,,141224.9592,,141224.9592,110001
12001550,1,5,,34,M,M,POSTGRAD,0,,,90077.748,,90077.748,380015
12001553,1,5,,36,M,M,POSTGRAD,0,,,724710.0125,8,724710.0125,400070
12001554,1,5,,45,M,M,POSTGRAD,0,,,203592.2247,,203592.2247,400070
12001555,1,4,,55,M,M,UG,0,,,93285.67183,,93285.67333,411005
12001556,1,4,,37,M,M,GRAD,3,,,232436.5008,,232436.4963,411005
12001557,1,4,,44,M,M,GRAD,0,,,122540.2671,,122540.2671,411005
12001558,1,4,,55,M,M,GRAD,0,,,98810.29024,,98810.28574,411005
12001559,1,5,,38,M,M,POSTGRAD,0,,,50134.27195,8,50134.27195,400070
12001560,1,4,,66,M,M,UG,0,,,93044.50367,,93044.49616,411005
12001561,1,4,,53,M,M,GRAD,2,,,212988.715,,212988.7105,400070
12001562,1,5,,53,M,M,POSTGRAD,0,,,271432.7793,0,271432.7793,411005
12001563,4,8,,,,,,,,,0,,0,#N/A
12001564,1,5,,29,M,S,PRF,0,,,86060.28044,0,86060.28044,400070
12001565,1,4,,43,M,M,GRAD,0,,,375945.4865,,375945.4865,400070
12001566,1,4,,64,M,M,GRAD,0,,,65267.33361,,65267.33361,560095
12001567,1,4,,35,M,M,GRAD,1,,,86779.97162,,86779.97162,110001
12001568,1,5,,33,M,M,PRF,2,,,125498.5705,10,125498.5705,400070
12001569,1,5,,37,M,M,GRAD,0,,,16788.61561,5,16788.61561,400070
12001570,1,4,,44,M,M,UG,0,,,68712.80747,,68712.80747,400070
12001571,1,4,,41,M,M,GRAD,0,,,105228.8252,,105228.8252,400070
12001573,1,5,,42,M,M,GRAD,0,,,312044.332,,312044.332,400070
12001574,1,4,,36,M,M,GRAD,2,,,236458.097,,236458.097,110001
12001575,1,4,,31,M,M,UG,0,,,49686.94585,,49686.94885,411005
12001577,1,5,,41,M,M,UG,0,,,64944.55501,,64944.55501,400070
12001578,4,8,,,,,,0,,MD,0,,0,400070
12001580,1,4,,41,M,M,GRAD,2,,,91961.12358,,91961.12358,110001
12001579,1,4,,38,M,M,GRAD,0,,,0,,0,411005
12001582,1,4,,48,M,M,UG,0,,,12470.51356,,12470.51356,400070
12001583,1,4,,59,M,M,GRAD,0,,,5459786.457,,5459786.457,400070
12001584,1,4,,44,M,M,GRAD,0,,,167913.6748,,167913.6793,411005
12001585,1,5,,26,M,S,PRF,0,,AST,64699.8438,,64699.8438,411005
12001586,1,6,,37,M,M,PRF,2,,,756699.6234,,756699.6234,411005
12001587,1,5,,34,M,M,PRF,0,,,37862.68008,6,37862.68008,400070
12001589,1,4,,59,M,M,UG,0,,,272626.3095,,272626.3095,400070
12001590,4,8,,,,,,,,,0,,0,#N/A
12001591,1,5,,46,F,M,GRAD,2,,,57400.54362,,57400.54362,110001
12001592,1,5,,54,M,M,GRAD,3,,MGR,96653.4236,17,96653.4236,400070
12001594,1,5,,47,M,M,GRAD,2,,,579476.1581,14,579476.1581,110001
12001595,1,5,,32,M,S,GRAD,0,,,105683.7178,1,105683.7178,400070
12001597,1,4,,42,F,M,GRAD,0,,,161965.3607,,161965.3577,411005
12001598,1,5,,41,M,M,POSTGRAD,0,,,200714.2407,0,200714.2407,400070
12001599,1,4,,45,F,M,GRAD,0,,,623695.3246,,623695.3246,400070
12001600,1,5,,49,M,M,GRAD,0,,OTH,50905.93799,0,50905.93799,411005
12001602,1,4,,46,M,M,GRAD,0,,,171139.344,,171139.3395,411005
12001604,1,5,,41,M,M,GRAD,0,,,0,,0,380015
12001611,1,5,,57,M,M,GRAD,1,,,435368.2755,30,435368.2755,400070
12001613,1,5,,27,M,S,GRAD,0,,,96332.1463,,96332.1463,380015
12001617,1,4,,35,M,M,GRAD,0,,,91475.45439,,91475.45439,400070
12001622,4,8,,,,,,,,,0,,0,#N/A
12001628,1,4,,45,M,M,GRAD,0,,,71697.38352,,71697.38352,400070
12001629,1,4,,42,M,M,GRAD,0,,,18885.80574,,18885.80123,411005
12001630,1,4,,40,M,M,UG,2,,,165887.0606,,165887.0606,400070
12001631,1,5,,34,M,M,POSTGRAD,0,,,131989.4228,9,131989.4228,400070
12001633,1,5,,33,M,M,PRF,0,,OTH,138997.4716,4,138997.4716,411005
12001635,1,5,,37,M,M,PRF,0,,,139022.9937,10,139022.9937,400070
12001636,1,5,,47,M,M,GRAD,0,,,366460.2996,13,366460.2996,560095
12001638,1,4,,62,M,M,GRAD,2,,,386300.6742,,386300.6742,110001
12001639,1,5,,40,M,M,GRAD,0,,MGR,98621.6224,12,98621.6224,411005
12001640,1,5,,51,M,M,UG,0,,,41492.81332,,41492.81332,500034
12001641,1,4,,44,M,M,GRAD,0,,,40245.23651,,40245.23651,400070
12001642,1,5,,44,M,M,GRAD,0,,,93141.89273,,93141.89273,400070
12001644,1,4,,49,M,M,GRAD,0,,,54491.03236,,54491.03236,400070
12001645,2,8,,,,,,0,,,0,,0,400070
12001646,1,5,,34,M,M,GRAD,0,,MGR,225194.37,9,225194.37,411005
12001648,1,5,,37,M,M,GRAD,0,,,38876.05474,,38876.05474,500034
12001650,1,4,,32,M,M,UG,0,,,28829.95374,,28829.94623,411005
12001652,1,4,,43,M,M,GRAD,0,,,229249.37,,229249.37,560095
12001653,4,8,,,,,,0,,,0,,0,400070
12001654,1,5,,30,M,S,PRF,0,,,53458.14085,3,53458.14085,411005
12001655,1,4,,31,M,M,GRAD,0,,,91841.77057,,91841.77057,400070
12001656,1,4,,30,M,M,UG,0,,,164815.2555,,164815.2555,400070
12001657,1,4,,42,M,M,GRAD,0,,,219794.209,,219794.209,400070
12001658,1,5,,29,M,M,POSTGRAD,0,,,87054.13826,,87054.13826,400070
12001660,1,4,,40,M,M,POSTGRAD,2,,,259439.6778,,259439.6778,110001
12001663,1,4,,31,M,M,GRAD,0,,,537361.8083,,537361.8083,560095
12001664,1,4,,55,M,M,GRAD,0,,,120630.3636,,120630.3636,411005
12001665,1,5,,41,M,M,GRAD,2,,,63594.89009,,0,110001
12001666,1,4,,41,M,M,GRAD,2,,,58072.62871,,58072.62871,110001
12001669,1,5,,57,M,M,POSTGRAD,0,,,85548.33857,0,85548.33857,110001
12001670,1,5,,41,M,M,GRAD,0,,,67893.09996,0,67893.09996,560095
12001671,1,4,,56,M,M,GRAD,0,,,451209.6936,,451209.6936,400070
12001673,1,5,,33,M,M,PRF,0,,,115791.9425,,115791.9425,411005
12001667,1,5,,31,M,M,POSTGRAD,0,,,105090.706,6,105090.706,400070
12001674,1,4,,53,M,M,GRAD,0,,,98313.85676,,98313.85676,560095
12001675,1,4,,47,M,M,GRAD,0,,,98491.06972,,98491.07272,411005
12001677,4,8,,,,,,0,,,0,,0,400070
12001678,1,4,,40,M,M,GRAD,0,,,612623.268,,612623.268,400070
12001679,1,4,,39,M,M,GRAD,0,,,48069.735,,48069.7395,411005
12001680,4,8,,,,,,0,,,0,,0,400070
12001681,1,5,,43,M,M,GRAD,0,,,0,,0,411005
12001683,1,4,,30,M,M,GRAD,0,,,210646.8137,,210646.8137,400070
12001684,1,5,,33,M,M,POSTGRAD,0,,,157379.3374,3,157379.3374,400070
12001686,1,4,,58,M,M,GRAD,1,,,153279.794,,153279.794,110001
12001688,1,4,,29,M,M,GRAD,0,,,84596.20176,,84596.20476,411005
12001690,1,5,,42,M,M,DOCTRATE,2,,,109827.2942,0,109827.2942,110001
12001691,1,4,,43,M,M,PRF,0,,,262492.5629,,262492.5629,400070
12001695,1,6,,49,M,M,GRAD,0,,,0,,0,411005
12001696,1,4,,43,M,M,POSTGRAD,0,,,140004.8411,,140004.8411,400070
12001697,1,5,,46,M,M,GRAD,0,,,37532.395,,37532.395,380015
12001698,1,6,,53,F,M,PRF,0,,,0,,0,411005
12001699,1,4,,34,M,M,GRAD,0,,,53276.48405,,53276.48405,400070
12001700,1,4,,37,M,M,GRAD,1,,,119240.4189,,119240.4189,110001
12001701,1,4,,46,M,M,GRAD,0,,,150129.58,,150129.58,380015
12001704,1,5,,27,M,S,PRF,0,,,110483.3605,0,110483.3605,411005
12001705,4,8,,,,,,0,,,0,,0,400070
12001706,1,4,,43,M,M,GRAD,0,,,777757.4288,,777757.4288,380015
12001707,1,5,,39,M,M,GRAD,0,,,171964.4261,10,171964.4261,400070
12001708,1,5,,26,M,S,PRF,0,,OTH,107303.616,,107303.616,411005
12001710,1,4,,36,M,M,GRAD,0,,,419907.9314,,419907.9314,400070
12001713,1,5,,33,M,M,GRAD,2,,,71716.90037,9,71716.90037,110001
12001717,1,4,,38,M,M,UG,0,,,147425.7463,,147425.7463,400070
12001719,1,4,,35,F,M,GRAD,0,,,103595.4154,,103595.4154,400070
12001720,1,5,,42,M,M,GRAD,0,,,69326.83745,,69326.83745,400070
12001722,1,4,,50,M,M,POSTGRAD,0,,,211844.8477,,211844.8477,400070
12001723,1,4,,56,F,M,GRAD,2,,,345281.3996,,345281.3996,110001
12001721,1,5,,28,M,M,POSTGRAD,0,,,137008.2547,,137008.2547,400070
12001724,2,8,,,,,,0,,,0,,0,400070
12001725,1,5,,34,M,M,PRF,0,,,0,,0,411005
12001727,1,4,,59,M,M,GRAD,0,,,106500.9182,,106500.9227,411005
12001728,1,4,,51,M,M,GRAD,0,,,590096.3246,,590096.3246,380015
12001730,1,4,,59,M,M,GRAD,0,,,428300.1749,,428300.1749,110001
12001731,1,4,,33,M,M,GRAD,0,,,750647.9,,750647.9,380015
12001732,1,6,,48,F,M,DOCTRATE,0,,,0,,0,411005
12001733,1,4,,38,M,M,PRF,0,,,534353.2115,,534353.2115,400070
12001735,1,4,,42,M,M,GRAD,0,,,714525.2218,,714525.2218,400070
12001737,1,5,,45,F,M,GRAD,0,,OTH,55849.70506,0,55849.70506,411005
12001738,1,5,,36,F,M,POSTGRAD,0,,,249215.1028,5,249215.1028,400070
12001740,1,4,,46,M,M,GRAD,2,,,447588.8233,,447588.8233,110001
12001760,4,8,,,,,,0,,,0,,0,400070
12001761,1,5,,34,M,M,GRAD,0,,,67384.16069,10,67384.16069,400070
12001762,1,4,,30,M,M,UG,0,,,113326.8148,,113326.8148,400070
12001763,1,4,,55,M,M,GRAD,0,,,119440.0913,,119440.0913,400070
12001764,1,4,,40,F,M,GRAD,0,,,233133.4774,,233133.4729,411005
12001765,1,4,,38,M,M,GRAD,2,,,277769.1184,,277769.1229,411005
12001766,1,5,,47,M,M,POSTGRAD,2,,,95911.78348,14,95911.78348,110001
12001767,1,4,,30,M,M,GRAD,0,,,1194806.262,,1194806.262,400070
12001768,1,4,,58,M,M,GRAD,0,,,75357.54268,,75357.54268,400070
12001769,1,5,,32,M,S,GRAD,0,,,93006.77611,0,93006.77611,400070
12001770,1,5,,30,M,M,POSTGRAD,2,,,119443.0938,0,119443.0938,110001
12001772,1,5,,29,F,M,null,0,,,85548.33857,2,85548.33857,560095
12001773,1,5,,50,M,M,GRAD,0,,,50727.28379,,50727.28379,380015
12001775,1,5,,39,M,M,POSTGRAD,2,,MGR,182956.914,0,182956.914,411005
12001776,1,4,,42,M,M,PRF,0,,,237922.2957,,237922.2927,411005
12001777,1,4,,43,M,M,GRAD,0,,,36965.43064,,36965.43064,380015
12001779,1,4,,37,M,M,GRAD,0,,,718209.4016,,718209.4016,400070
12001780,1,4,,26,M,S,GRAD,0,,,66234.91875,,66234.91875,411005
12001781,1,4,,40,M,M,GRAD,0,,,174430.3045,,174430.3045,411005
12001783,1,5,,35,M,M,GRAD,0,,,0,,0,411005
12001784,1,5,,51,M,M,GRAD,0,,,59581.92641,22,59581.92641,400070
12001785,1,4,,68,M,M,UG,0,,,342432.0603,,342432.0603,600017
12001788,1,5,,26,M,S,POSTGRAD,0,,,20752.41184,1,20752.41184,400070
12001789,1,4,,32,M,M,PRF,0,,,59268.15559,,59268.15559,400070
12001790,1,5,,35,M,M,GRAD,0,,SM,128923.7768,,128923.7768,411005
12001791,1,6,,35,F,M,PRF,0,,,973578.3159,,973578.3159,400070
12001792,1,5,,43,M,M,POSTGRAD,0,,,258249.9009,0,258249.9009,560095
12001793,1,6,,34,M,M,ENG,0,,,0,,0,380015
12001795,1,4,,46,M,M,UG,0,,,187510.3441,,187510.3441,560095
12001796,1,4,,46,M,M,GRAD,0,,,195495.0459,,195495.0489,411005
12001797,1,5,,31,F,M,POSTGRAD,0,,,296385.8168,5,296385.8168,400070
12001798,1,5,,27,F,M,POSTGRAD,0,,,49542.7614,,49542.7614,400070
12001799,1,6,,44,F,M,PRF,2,,,171298.4213,,171298.4213,110001
12001800,1,4,,41,M,M,GRAD,0,,,45026.74353,,45026.73903,500034
12001801,1,4,,35,F,M,GRAD,0,,,302742.3033,,302742.3033,560095
12001802,1,4,,32,M,M,GRAD,2,,,507437.9804,,507437.9804,110001
12001803,1,4,,36,M,M,UG,0,,,48305.69366,,48305.69366,400070
12001808,1,4,,44,M,M,GRAD,0,,,30978.57826,,30978.57826,380015
12001809,1,5,,31,M,M,GRAD,0,,,43912.90215,,43912.90215,500034
12001810,1,6,,33,F,M,PRF,0,,,47630.11055,,47630.11055,600017
12001811,1,4,,47,F,M,POSTGRAD,0,,,193240.7902,,193240.7902,400070
12001813,1,4,,51,M,M,GRAD,3,,,828028.1836,,828028.1836,110001
12001812,1,4,,43,M,M,GRAD,0,,,932103.5182,,932103.5182,400070
12001814,4,8,,,,,,0,,MD,0,,0,400070
12001815,1,4,,40,M,M,GRAD,0,,,932103.5182,,932103.5182,400070
12001816,1,4,,46,M,M,GRAD,0,,,62575.19497,,62575.19497,600017
12001817,1,4,,55,M,M,GRAD,0,,,73674.59009,,73674.59009,400070
12001819,4,8,,,,,,0,,,0,,0,400070
12001821,1,4,,34,M,M,GRAD,0,,,113050.5763,,113050.5763,400070
12001823,1,4,,45,M,M,UG,4,,,29176.4378,,29176.43329,411005
12001824,1,4,,58,F,M,UG,0,,,27702.51062,,27702.51062,411005
12001825,1,4,,56,M,M,UG,0,,,172649.017,,172649.017,411005
12001830,1,4,,31,M,M,POSTGRAD,0,,,165499.1558,,165499.1588,411005
12001831,4,8,,,,,,0,,,0,,0,110001
12001832,1,4,,58,M,M,GRAD,0,,,366886.6676,,366886.6676,400070
12001834,4,8,,,,,,0,,,0,,0,400070
12001835,4,8,,,,,,0,,,0,,0,110001
12001836,1,4,,42,F,M,GRAD,2,,,512546.9801,,512546.9846,110001
12001837,1,4,,39,F,M,GRAD,0,,,124798.9666,,124798.9666,391440
12001840,1,5,,43,M,M,GRAD,0,,,87265.82097,,87265.82097,380015
12001847,4,8,,,,,,,,,0,,0,#N/A
12001850,4,8,,,,,,0,,,0,,0,400070
12001854,1,4,,,M,,,,,,2291198.081,,0,#N/A
12001860,1,5,,38,M,M,POSTGRAD,0,,,122987.6532,0,122987.6532,500034
12001861,1,5,,31,F,M,POSTGRAD,0,,,20809.46108,9,20809.46108,400070
12001862,1,4,,57,M,M,GRAD,0,,,138839.8356,,138839.8356,400070
12001864,1,4,,55,M,M,PRF,2,,,388363.9201,,388363.9246,411005
12001866,1,5,,27,M,S,POSTGRAD,0,,,0,,0,411005
12001867,1,5,,35,F,S,GRAD,0,,,549349.6552,,549349.6552,400070
12001868,1,4,,32,M,M,GRAD,0,,,76788.27758,,76788.27758,400070
12001870,1,5,,49,M,M,POSTGRAD,0,,,130491.1296,5,130491.1296,400070
12001871,1,4,,41,M,M,UG,0,,,260061.965,,260061.965,400070
12001872,1,4,,41,M,M,POSTGRAD,2,,,526872.3746,,526872.3791,411005
12001873,1,4,,61,M,M,PRF,0,,,153819.5099,,153819.5144,411005
12001875,1,4,,37,M,M,PRF,0,,,83023.15904,,83023.15904,400070
12001874,1,5,,25,M,S,PRF,0,,OTH,39784.3387,,39784.3387,411005
12001876,1,4,,36,M,M,GRAD,0,,,75090.31203,,75090.31203,400070
12001878,1,5,,36,M,M,PRF,0,,,206348.6038,14,206348.6038,400070
12001879,1,4,,26,M,M,GRAD,0,,,632165.14,,632165.1355,411005
12001880,1,4,,38,M,M,GRAD,4,,,84159.63996,,84159.63996,110001
12001883,1,4,,35,M,M,GRAD,0,,,764024.4456,,764024.4456,400070
12001884,1,4,,42,M,M,UG,0,,,108755.369,,108755.369,600017
12001885,1,4,,42,M,M,POSTGRAD,0,,,156014.6595,,156014.6595,411005
12001886,1,5,,31,M,M,GRAD,0,,,81590.92284,2,81590.92284,400070
12001887,1,4,,33,M,M,GRAD,0,,,83981.16591,,83981.16591,400070
12001890,1,5,,51,M,M,GRAD,0,,OTH,44620.01247,,44620.01247,411005
12001894,1,6,,50,M,M,PRF,0,,,320745.7824,,320745.7824,400070
12001900,1,5,,36,M,M,POSTGRAD,0,,,63554.3551,8,63554.3551,110001
12001901,1,4,,31,M,M,GRAD,0,,,186371.0558,,186371.0483,411005
12001902,2,6,,33,M,M,PRF,2,,,192120.3882,,192120.3882,600017
12001903,1,5,,49,M,M,GRAD,0,,,560319.6237,3,560319.6237,400070
12001905,1,4,,38,M,M,UG,0,,,138293.3639,,138293.3639,400070
12001908,1,4,,33,M,M,POSTGRAD,0,,,146185.6759,,146185.6759,400070
12001907,1,4,,59,M,M,GRAD,0,,,6173682.515,,6173682.511,395002
12001913,1,4,,35,M,M,PRF,0,,,125729.0194,,125729.0194,400070
12001916,1,5,,32,M,M,GRAD,0,,SM,79023.70702,,79023.70702,411005
12001917,1,4,,50,M,M,UG,0,,,30644.70509,,30644.70509,380015
12001922,1,4,,28,M,M,GRAD,0,,,406105.6483,,406105.6438,411005
12001923,1,5,,39,M,M,PRF,2,,OTH,76304.86033,4,76304.86033,411005
12001926,1,4,,45,M,M,GRAD,0,,,150703.075,,150703.075,400070
12001928,1,5,,31,M,M,GRAD,3,,,82571.269,,82571.269,110001
12001932,2,8,,,,,,0,,,0,,0,110001
12001933,1,5,,44,M,M,GRAD,0,,,103257.6238,,103257.6238,400070
12001934,4,8,,,,,,0,,MD,0,,0,400070
12001935,2,8,,,,,,0,,,0,,0,400070
12001936,1,4,,33,M,M,UG,0,,,26498.24619,,26498.24619,395002
12001937,1,6,,44,M,M,PRF,2,,,119767.7491,,119767.7491,110001
12001938,1,4,,41,M,M,GRAD,0,,,76437.98023,,76437.97573,411005
12001939,1,4,,53,M,M,UG,0,,,135694.6209,,135694.6209,400070
12001940,1,4,,28,M,S,GRAD,2,,,116067.8656,,116067.8686,411005
12001941,1,4,,69,M,M,UG,0,,,342978.532,,342978.532,400070
12001942,1,5,,30,F,S,GRAD,0,,,56345.13267,,56345.13267,560095
12001943,1,4,,43,M,M,UG,0,,,607787.4742,,607787.4697,411005
12001944,1,4,,42,M,M,GRAD,0,,,303075.8612,,303075.8582,400070
12001945,4,8,,,,,,0,,,0,,0,110001
12001946,1,4,,33,M,M,GRAD,0,,,75525.68781,,75525.68781,500034
12001949,1,4,,51,M,M,GRAD,1,,,163101.7666,,163101.7666,110001
12001950,1,4,,27,M,S,PRF,0,,,47636.80633,,47636.80333,411005
12001951,1,4,,38,M,M,UG,0,,,57750.72086,,57750.72086,500034
12001952,1,4,,41,M,M,UG,0,,,156966.2259,,156966.2183,411005
12001953,1,4,,51,M,M,POSTGRAD,0,,,1708332.448,,1708332.451,411005
12001954,1,4,,31,M,M,POSTGRAD,0,,,166825.4906,,166825.4906,600017
12001955,1,5,,43,M,M,GRAD,0,,OTH,57652.76131,,57652.76131,411005
12001956,1,4,,35,M,M,GRAD,0,,,62862.19769,,62862.19468,411005
12001957,1,5,,55,M,M,PRF,3,,,142834.7837,0,142834.7837,110001
12001958,1,4,,37,M,M,GRAD,0,,,20676.61142,,20676.60541,395002
12001959,1,4,,20,M,S,GRAD,0,,,0,,0,400070
12001960,1,5,,29,M,M,POSTGRAD,0,,,53155.62974,,53155.62974,500034
12001961,1,5,,31,F,M,GRAD,0,,,69353.86078,,69353.86078,560095
12001964,1,4,,42,F,M,GRAD,4,,,116242.7065,,116242.7065,110001
12001965,1,4,,42,M,M,GRAD,0,,,27887.95068,,27887.94617,400070
12001967,1,5,,34,M,M,GRAD,0,,,115524.7118,3,115524.7118,560095
12001968,1,5,,32,M,M,PRF,0,,,118959.6766,6,118959.6766,110001
12001969,1,5,,39,M,M,GRAD,0,,,45414.19795,,45414.19795,500034
12001970,4,8,,,,,,0,,,0,,0,600017
12001971,1,4,,51,M,M,GRAD,0,,,497943.2153,,497943.2153,380015
12001972,4,8,,,,,,0,,,0,,0,110001
12001975,1,5,,34,M,M,GRAD,0,,MGR,112597.185,5,112597.185,411005
12001977,1,4,,45,M,M,GRAD,2,,,455643.2753,,455643.2753,110001
12001978,1,5,,34,M,M,POSTGRAD,0,,,75063.2887,,75063.2887,500034
12001980,1,4,,39,M,M,GRAD,0,,,33660.43303,,33660.43303,380015
12001981,4,8,,,,,,,,,0,,0,#N/A
12001982,1,5,,29,M,M,GRAD,0,,,121888.7047,,121888.7047,560095
12001983,1,4,,39,M,M,GRAD,3,,,53494.80249,,53494.80249,110001
12001985,1,4,,29,F,S,GRAD,0,,,88472.48747,,88472.48747,500034
12001987,1,4,,59,M,M,GRAD,0,,,158618.4019,,158618.4019,110001
12001988,1,5,,31,M,M,PRF,0,,AVP,150.12958,3,150.12958,411005
12001991,1,4,,64,M,M,GRAD,0,,,0,,0,500034
12001992,4,8,,,,,,0,,,0,,0,110001
12001993,5,8,,,,,,0,,MD,0,,0,110001
12001994,1,5,,33,M,M,GRAD,0,,,134718.7786,9,134718.7786,400070
12001995,2,8,,,,,,0,,,0,,0,400070
12001996,1,4,,56,M,M,POSTGRAD,0,,,1425877.335,,1425877.335,600017
12001998,1,4,,70,F,M,GRAD,0,,,177896.0458,,177896.0458,400070
12001999,1,4,,40,M,M,GRAD,0,,,857910.981,,857910.981,400070
12002010,1,5,,67,M,M,GRAD,0,,,450388.74,10,450388.74,400070
12002011,2,8,,,,,,0,,,0,,0,110001
12002013,4,8,,,,,,0,,,0,,0,110001
12002015,1,5,,44,M,M,GRAD,0,,,336126.618,14,336126.618,110001
12002019,4,8,,,,,,0,,,0,,0,400070
12002021,1,4,,39,M,M,GRAD,0,,,97815.3665,,97815.3665,380015
12002022,1,5,,33,M,M,POSTGRAD,0,,SM,160522.7956,7,160522.7956,411005
12002024,1,4,,58,M,M,UG,0,,,780395.2055,,780395.201,400070
12002025,1,4,,32,M,M,GRAD,0,,,290621.2163,,290621.2163,400070
12002026,1,4,,62,M,M,UG,0,,,79100.58838,,79100.58538,380015
12002027,1,4,,39,M,M,GRAD,0,,,102079.1066,,102079.1066,400070
12002028,1,5,,57,M,M,GRAD,1,,,331705.3018,0,331705.3018,110001
12002029,1,4,,28,M,M,UG,0,,,47449.95505,,47449.95505,400070
12002030,4,8,,,,,,0,,,0,,0,400070
12002032,1,5,,27,M,S,GRAD,0,,,92745.55064,,92745.55064,560095
12002034,1,4,,43,M,M,GRAD,0,,,172637.0066,,172637.0066,400070
12002035,1,4,,55,M,M,GRAD,0,,,830913.1787,,830913.1787,400070
12002036,1,4,,55,M,M,GRAD,0,,,207976.9092,,207976.9092,411005
12002038,1,4,,51,F,M,GRAD,0,,,81853.79974,,81853.79974,395002
12002039,1,4,,45,F,M,GRAD,0,,,222182.7706,,222182.7706,400070
12002042,1,4,,46,M,M,GRAD,0,,,66702.57239,,66702.57239,380015
12002041,1,4,,40,M,M,UG,0,,,32950.63539,,32950.63539,380015
12002044,1,4,,29,M,M,GRAD,0,,,0,,0,411005
12002047,1,5,,59,M,M,POSTGRAD,2,,,96082.9312,29,96082.9312,110001
12002048,1,4,,38,M,M,UG,0,,,64834.96042,,64834.96042,400070
12002050,1,5,,31,M,M,GRAD,0,,MGR,38494.72561,0,38494.72561,411005
12002052,1,4,,47,M,M,GRAD,0,,,110906.0353,,110906.0353,400070
12002053,1,5,,46,M,M,GRAD,2,,,122744.4433,0,122744.4433,110001
12002054,1,5,,52,M,M,GRAD,0,,OTH,42423.0162,30,42423.0162,411005
12002055,1,5,,42,M,M,POSTGRAD,0,,,401084.6846,,401084.6846,600017
12002056,1,4,,39,M,M,GRAD,0,,,228896.5654,,228896.5654,400070
12002058,1,5,,35,M,M,POSTGRAD,0,,,0,,0,400070
12002059,1,4,,29,M,M,POSTGRAD,0,,,61827.68478,,61827.67727,411005
12002060,1,5,,31,F,M,GRAD,0,,,88525.40814,0,88525.40814,400070
12002061,4,8,,,,,,0,,,0,,0,110001
12002063,1,4,,55,M,M,GRAD,0,,,106321.7686,,106321.7686,400070
12002064,1,4,,27,M,M,GRAD,0,,,114222.3377,,114222.3377,380015
12002065,4,8,,,,,,0,,MD,0,,0,400070
12002068,1,4,,53,M,M,GRAD,0,,,0,,0,411005
12002069,1,4,,43,F,M,GRAD,0,,,151325.4822,,151325.4867,411005
12002073,1,5,,24,M,S,PRF,0,,AST,98034.61574,0,98034.61574,411005
12002075,1,4,,45,M,M,UG,0,,,304860.6316,,304860.6316,400070
12002079,6,8,,,,,,0,,,0,,0,400070
12002080,1,4,,29,M,M,UG,0,,,39274.84394,,39274.84394,500034
12002085,1,4,,41,F,M,GRAD,0,,,105538.2423,,105538.2423,391440
12002086,4,8,,,,,,0,,,0,,0,400070
12002089,2,8,,,,,,0,,,0,,0,110001
12002090,1,4,,58,M,M,UG,0,,,288082.1498,,288082.1498,380015
12002091,4,8,,,,,,0,,,0,,0,400070
12002092,4,8,,,,,,0,,,0,,0,400070
12002093,1,4,,48,M,M,PRF,0,,,174129.2947,,174129.2947,400070
12002094,1,5,,32,M,M,GRAD,0,,,131690.665,,131690.665,560095
12002095,1,4,,56,M,M,GRAD,0,,,185455.5656,,185455.5656,400070
12002096,1,4,,39,M,M,GRAD,0,,,83439.13808,,83439.14258,110001
12002097,1,4,,46,M,M,GRAD,2,,,258347.6803,,258347.6803,110001
12002098,1,4,,37,F,M,GRAD,0,,,106305.5095,,106305.5095,400070
